"","acquisition_date","acquisitions"
"11186","2000-08-16",46
"11187","2000-08-17",33
"11188","2000-08-18",41
"11189","2000-08-19",38
"11190","2000-08-20",45
"11191","2000-08-21",41
"11192","2000-08-22",46
"11193","2000-08-23",39
"11194","2000-08-24",34
"11195","2000-08-25",38
"11196","2000-08-26",47
"11197","2000-08-27",37
"11198","2000-08-28",45
"11199","2000-08-29",37
"11200","2000-08-30",55
"11201","2000-08-31",29
"11202","2000-09-01",45
"11203","2000-09-02",37
"11204","2000-09-03",44
"11205","2000-09-04",41
"11206","2000-09-05",33
"11207","2000-09-06",34
"11208","2000-09-07",36
"11209","2000-09-08",47
"11210","2000-09-09",48
"11211","2000-09-10",23
"11212","2000-09-11",52
"11213","2000-09-12",51
"11214","2000-09-13",43
"11215","2000-09-14",25
"11216","2000-09-15",52
"11217","2000-09-16",39
"11218","2000-09-17",39
"11219","2000-09-18",34
"11220","2000-09-19",34
"11221","2000-09-20",29
"11222","2000-09-21",54
"11223","2000-09-22",38
"11224","2000-09-23",40
"11225","2000-09-24",48
"11226","2000-09-25",29
"11227","2000-09-26",48
"11228","2000-09-27",45
"11229","2000-09-28",37
"11230","2000-09-29",33
"11231","2000-09-30",44
"11232","2000-10-01",42
"11233","2000-10-02",39
"11234","2000-10-03",39
"11235","2000-10-04",29
"11236","2000-10-05",32
"11237","2000-10-06",32
"11238","2000-10-07",37
"11239","2000-10-08",43
"11240","2000-10-09",39
"11241","2000-10-10",45
"11242","2000-10-11",46
"11243","2000-10-12",41
"11244","2000-10-13",34
"11245","2000-10-14",35
"11246","2000-10-15",34
"11247","2000-10-16",38
"11248","2000-10-17",37
"11249","2000-10-18",49
"11250","2000-10-19",45
"11251","2000-10-20",34
"11252","2000-10-21",33
"11253","2000-10-22",34
"11254","2000-10-23",19
"11255","2000-10-24",33
"11256","2000-10-25",40
"11257","2000-10-26",33
"11258","2000-10-27",39
"11259","2000-10-28",43
"11260","2000-10-29",26
"11261","2000-10-30",42
"11262","2000-10-31",43
"11263","2000-11-01",40
"11264","2000-11-02",39
"11265","2000-11-03",33
"11266","2000-11-04",38
"11267","2000-11-05",30
"11268","2000-11-06",40
"11269","2000-11-07",34
"11270","2000-11-08",36
"11271","2000-11-09",41
"11272","2000-11-10",40
"11273","2000-11-11",44
"11274","2000-11-12",31
"11275","2000-11-13",39
"11276","2000-11-14",33
"11277","2000-11-15",39
"11278","2000-11-16",34
"11279","2000-11-17",50
"11280","2000-11-18",36
"11281","2000-11-19",45
"11282","2000-11-20",30
"11283","2000-11-21",34
"11284","2000-11-22",37
"11285","2000-11-23",41
"11286","2000-11-24",44
"11287","2000-11-25",34
"11288","2000-11-26",38
"11289","2000-11-27",39
"11290","2000-11-28",35
"11291","2000-11-29",38
"11292","2000-11-30",32
"11293","2000-12-01",36
"11294","2000-12-02",42
"11295","2000-12-03",34
"11296","2000-12-04",29
"11297","2000-12-05",31
"11298","2000-12-06",41
"11299","2000-12-07",45
"11300","2000-12-08",40
"11301","2000-12-09",44
"11302","2000-12-10",26
"11303","2000-12-11",35
"11304","2000-12-12",39
"11305","2000-12-13",32
"11306","2000-12-14",39
"11307","2000-12-15",41
"11308","2000-12-16",41
"11309","2000-12-17",44
"11310","2000-12-18",34
"11311","2000-12-19",42
"11312","2000-12-20",41
"11313","2000-12-21",39
"11314","2000-12-22",36
"11315","2000-12-23",35
"11316","2000-12-24",36
"11317","2000-12-25",38
"11318","2000-12-26",33
"11319","2000-12-27",34
"11320","2000-12-28",40
"11321","2000-12-29",36
"11322","2000-12-30",44
"11323","2000-12-31",36
"11324","2001-01-01",32
"11325","2001-01-02",41
"11326","2001-01-03",31
"11327","2001-01-04",42
"11328","2001-01-05",36
"11329","2001-01-06",40
"11330","2001-01-07",33
"11331","2001-01-08",44
"11332","2001-01-09",45
"11333","2001-01-10",43
"11334","2001-01-11",37
"11335","2001-01-12",34
"11336","2001-01-13",43
"11337","2001-01-14",32
"11338","2001-01-15",30
"11339","2001-01-16",33
"11340","2001-01-17",41
"11341","2001-01-18",42
"11342","2001-01-19",42
"11343","2001-01-20",37
"11344","2001-01-21",40
"11345","2001-01-22",27
"11346","2001-01-23",41
"11347","2001-01-24",41
"11348","2001-01-25",37
"11349","2001-01-26",40
"11350","2001-01-27",37
"11351","2001-01-28",35
"11352","2001-01-29",30
"11353","2001-01-30",52
"11354","2001-01-31",52
"11355","2001-02-01",37
"11356","2001-02-02",36
"11357","2001-02-03",32
"11358","2001-02-04",40
"11359","2001-02-05",38
"11360","2001-02-06",32
"11361","2001-02-07",41
"11362","2001-02-08",50
"11363","2001-02-09",42
"11364","2001-02-10",48
"11365","2001-02-11",29
"11366","2001-02-12",31
"11367","2001-02-13",35
"11368","2001-02-14",35
"11369","2001-02-15",29
"11370","2001-02-16",46
"11371","2001-02-17",26
"11372","2001-02-18",37
"11373","2001-02-19",49
"11374","2001-02-20",35
"11375","2001-02-21",37
"11376","2001-02-22",40
"11377","2001-02-23",37
"11378","2001-02-24",38
"11379","2001-02-25",40
"11380","2001-02-26",48
"11381","2001-02-27",36
"11382","2001-02-28",41
"11383","2001-03-01",35
"11384","2001-03-02",32
"11385","2001-03-03",38
"11386","2001-03-04",37
"11387","2001-03-05",31
"11388","2001-03-06",40
"11389","2001-03-07",29
"11390","2001-03-08",46
"11391","2001-03-09",39
"11392","2001-03-10",46
"11393","2001-03-11",35
"11394","2001-03-12",43
"11395","2001-03-13",48
"11396","2001-03-14",37
"11397","2001-03-15",33
"11398","2001-03-16",39
"11399","2001-03-17",38
"11400","2001-03-18",36
"11401","2001-03-19",44
"11402","2001-03-20",29
"11403","2001-03-21",46
"11404","2001-03-22",40
"11405","2001-03-23",34
"11406","2001-03-24",29
"11407","2001-03-25",49
"11408","2001-03-26",32
"11409","2001-03-27",41
"11410","2001-03-28",40
"11411","2001-03-29",40
"11412","2001-03-30",39
"11413","2001-03-31",33
"11414","2001-04-01",24
"11415","2001-04-02",40
"11416","2001-04-03",34
"11417","2001-04-04",36
"11418","2001-04-05",44
"11419","2001-04-06",44
"11420","2001-04-07",33
"11421","2001-04-08",43
"11422","2001-04-09",35
"11423","2001-04-10",46
"11424","2001-04-11",28
"11425","2001-04-12",38
"11426","2001-04-13",49
"11427","2001-04-14",35
"11428","2001-04-15",49
"11429","2001-04-16",37
"11430","2001-04-17",44
"11431","2001-04-18",45
"11432","2001-04-19",33
"11433","2001-04-20",45
"11434","2001-04-21",40
"11435","2001-04-22",41
"11436","2001-04-23",32
"11437","2001-04-24",37
"11438","2001-04-25",42
"11439","2001-04-26",34
"11440","2001-04-27",35
"11441","2001-04-28",28
"11442","2001-04-29",39
"11443","2001-04-30",31
"11444","2001-05-01",33
"11445","2001-05-02",33
"11446","2001-05-03",39
"11447","2001-05-04",40
"11448","2001-05-05",42
"11449","2001-05-06",39
"11450","2001-05-07",44
"11451","2001-05-08",35
"11452","2001-05-09",43
"11453","2001-05-10",49
"11454","2001-05-11",42
"11455","2001-05-12",39
"11456","2001-05-13",31
"11457","2001-05-14",31
"11458","2001-05-15",32
"11459","2001-05-16",39
"11460","2001-05-17",46
"11461","2001-05-18",44
"11462","2001-05-19",46
"11463","2001-05-20",34
"11464","2001-05-21",32
"11465","2001-05-22",46
"11466","2001-05-23",35
"11467","2001-05-24",37
"11468","2001-05-25",42
"11469","2001-05-26",41
"11470","2001-05-27",31
"11471","2001-05-28",34
"11472","2001-05-29",34
"11473","2001-05-30",32
"11474","2001-05-31",35
"11475","2001-06-01",33
"11476","2001-06-02",33
"11477","2001-06-03",35
"11478","2001-06-04",38
"11479","2001-06-05",32
"11480","2001-06-06",36
"11481","2001-06-07",40
"11482","2001-06-08",37
"11483","2001-06-09",36
"11484","2001-06-10",36
"11485","2001-06-11",46
"11486","2001-06-12",54
"11487","2001-06-13",44
"11488","2001-06-14",48
"11489","2001-06-15",35
"11490","2001-06-16",27
"11491","2001-06-17",30
"11492","2001-06-18",34
"11493","2001-06-19",26
"11494","2001-06-20",31
"11495","2001-06-21",30
"11496","2001-06-22",42
"11497","2001-06-23",41
"11498","2001-06-24",44
"11499","2001-06-25",33
"11500","2001-06-26",47
"11501","2001-06-27",41
"11502","2001-06-28",38
"11503","2001-06-29",37
"11504","2001-06-30",37
"11505","2001-07-01",41
"11506","2001-07-02",40
"11507","2001-07-03",39
"11508","2001-07-04",44
"11509","2001-07-05",42
"11510","2001-07-06",37
"11511","2001-07-07",28
"11512","2001-07-08",38
"11513","2001-07-09",40
"11514","2001-07-10",48
"11515","2001-07-11",41
"11516","2001-07-12",43
"11517","2001-07-13",33
"11518","2001-07-14",40
"11519","2001-07-15",43
"11520","2001-07-16",31
"11521","2001-07-17",38
"11522","2001-07-18",40
"11523","2001-07-19",30
"11524","2001-07-20",37
"11525","2001-07-21",35
"11526","2001-07-22",47
"11527","2001-07-23",50
"11528","2001-07-24",22
"11529","2001-07-25",30
"11530","2001-07-26",50
"11531","2001-07-27",55
"11532","2001-07-28",32
"11533","2001-07-29",33
"11534","2001-07-30",49
"11535","2001-07-31",40
"11536","2001-08-01",42
"11537","2001-08-02",50
"11538","2001-08-03",48
"11539","2001-08-04",41
"11540","2001-08-05",36
"11541","2001-08-06",25
"11542","2001-08-07",31
"11543","2001-08-08",38
"11544","2001-08-09",44
"11545","2001-08-10",36
"11546","2001-08-11",34
"11547","2001-08-12",37
"11548","2001-08-13",35
"11549","2001-08-14",38
"11550","2001-08-15",40
"11551","2001-08-16",34
"11552","2001-08-17",29
"11553","2001-08-18",41
"11554","2001-08-19",44
"11555","2001-08-20",51
"11556","2001-08-21",46
"11557","2001-08-22",37
"11558","2001-08-23",35
"11559","2001-08-24",25
"11560","2001-08-25",37
"11561","2001-08-26",49
"11562","2001-08-27",35
"11563","2001-08-28",34
"11564","2001-08-29",48
"11565","2001-08-30",35
"11566","2001-08-31",25
"11567","2001-09-01",37
"11568","2001-09-02",43
"11569","2001-09-03",47
"11570","2001-09-04",45
"11571","2001-09-05",44
"11572","2001-09-06",30
"11573","2001-09-07",26
"11574","2001-09-08",40
"11575","2001-09-09",39
"11576","2001-09-10",38
"11577","2001-09-11",38
"11578","2001-09-12",42
"11579","2001-09-13",35
"11580","2001-09-14",32
"11581","2001-09-15",25
"11582","2001-09-16",40
"11583","2001-09-17",32
"11584","2001-09-18",38
"11585","2001-09-19",36
"11586","2001-09-20",40
"11587","2001-09-21",27
"11588","2001-09-22",47
"11589","2001-09-23",34
"11590","2001-09-24",30
"11591","2001-09-25",38
"11592","2001-09-26",41
"11593","2001-09-27",37
"11594","2001-09-28",47
"11595","2001-09-29",42
"11596","2001-09-30",43
"11597","2001-10-01",55
"11598","2001-10-02",38
"11599","2001-10-03",31
"11600","2001-10-04",42
"11601","2001-10-05",36
"11602","2001-10-06",37
"11603","2001-10-07",50
"11604","2001-10-08",37
"11605","2001-10-09",37
"11606","2001-10-10",42
"11607","2001-10-11",37
"11608","2001-10-12",47
"11609","2001-10-13",43
"11610","2001-10-14",37
"11611","2001-10-15",36
"11612","2001-10-16",34
"11613","2001-10-17",47
"11614","2001-10-18",31
"11615","2001-10-19",34
"11616","2001-10-20",44
"11617","2001-10-21",34
"11618","2001-10-22",47
"11619","2001-10-23",53
"11620","2001-10-24",43
"11621","2001-10-25",46
"11622","2001-10-26",27
"11623","2001-10-27",33
"11624","2001-10-28",37
"11625","2001-10-29",39
"11626","2001-10-30",44
"11627","2001-10-31",28
"11628","2001-11-01",39
"11629","2001-11-02",41
"11630","2001-11-03",39
"11631","2001-11-04",27
"11632","2001-11-05",39
"11633","2001-11-06",45
"11634","2001-11-07",39
"11635","2001-11-08",27
"11636","2001-11-09",45
"11637","2001-11-10",48
"11638","2001-11-11",45
"11639","2001-11-12",37
"11640","2001-11-13",37
"11641","2001-11-14",30
"11642","2001-11-15",50
"11643","2001-11-16",38
"11644","2001-11-17",42
"11645","2001-11-18",36
"11646","2001-11-19",31
"11647","2001-11-20",24
"11648","2001-11-21",52
"11649","2001-11-22",36
"11650","2001-11-23",41
"11651","2001-11-24",32
"11652","2001-11-25",40
"11653","2001-11-26",36
"11654","2001-11-27",35
"11655","2001-11-28",33
"11656","2001-11-29",34
"11657","2001-11-30",42
"11658","2001-12-01",44
"11659","2001-12-02",25
"11660","2001-12-03",37
"11661","2001-12-04",36
"11662","2001-12-05",50
"11663","2001-12-06",39
"11664","2001-12-07",36
"11665","2001-12-08",37
"11666","2001-12-09",53
"11667","2001-12-10",34
"11668","2001-12-11",41
"11669","2001-12-12",38
"11670","2001-12-13",37
"11671","2001-12-14",35
"11672","2001-12-15",45
"11673","2001-12-16",29
"11674","2001-12-17",30
"11675","2001-12-18",29
"11676","2001-12-19",38
"11677","2001-12-20",39
"11678","2001-12-21",37
"11679","2001-12-22",33
"11680","2001-12-23",43
"11681","2001-12-24",30
"11682","2001-12-25",41
"11683","2001-12-26",34
"11684","2001-12-27",29
"11685","2001-12-28",35
"11686","2001-12-29",27
"11687","2001-12-30",37
"11688","2001-12-31",46
"11689","2002-01-01",35
"11690","2002-01-02",46
"11691","2002-01-03",43
"11692","2002-01-04",31
"11693","2002-01-05",36
"11694","2002-01-06",38
"11695","2002-01-07",32
"11696","2002-01-08",34
"11697","2002-01-09",35
"11698","2002-01-10",46
"11699","2002-01-11",40
"11700","2002-01-12",34
"11701","2002-01-13",35
"11702","2002-01-14",30
"11703","2002-01-15",33
"11704","2002-01-16",39
"11705","2002-01-17",32
"11706","2002-01-18",41
"11707","2002-01-19",28
"11708","2002-01-20",42
"11709","2002-01-21",36
"11710","2002-01-22",28
"11711","2002-01-23",37
"11712","2002-01-24",33
"11713","2002-01-25",32
"11714","2002-01-26",38
"11715","2002-01-27",46
"11716","2002-01-28",40
"11717","2002-01-29",35
"11718","2002-01-30",30
"11719","2002-01-31",50
"11720","2002-02-01",27
"11721","2002-02-02",36
"11722","2002-02-03",33
"11723","2002-02-04",31
"11724","2002-02-05",33
"11725","2002-02-06",33
"11726","2002-02-07",48
"11727","2002-02-08",47
"11728","2002-02-09",37
"11729","2002-02-10",32
"11730","2002-02-11",36
"11731","2002-02-12",39
"11732","2002-02-13",43
"11733","2002-02-14",41
"11734","2002-02-15",33
"11735","2002-02-16",34
"11736","2002-02-17",30
"11737","2002-02-18",31
"11738","2002-02-19",26
"11739","2002-02-20",39
"11740","2002-02-21",31
"11741","2002-02-22",45
"11742","2002-02-23",42
"11743","2002-02-24",40
"11744","2002-02-25",31
"11745","2002-02-26",48
"11746","2002-02-27",39
"11747","2002-02-28",36
"11748","2002-03-01",38
"11749","2002-03-02",33
"11750","2002-03-03",49
"11751","2002-03-04",42
"11752","2002-03-05",26
"11753","2002-03-06",51
"11754","2002-03-07",37
"11755","2002-03-08",41
"11756","2002-03-09",41
"11757","2002-03-10",35
"11758","2002-03-11",43
"11759","2002-03-12",39
"11760","2002-03-13",46
"11761","2002-03-14",36
"11762","2002-03-15",43
"11763","2002-03-16",42
"11764","2002-03-17",47
"11765","2002-03-18",26
"11766","2002-03-19",42
"11767","2002-03-20",45
"11768","2002-03-21",47
"11769","2002-03-22",38
"11770","2002-03-23",39
"11771","2002-03-24",24
"11772","2002-03-25",40
"11773","2002-03-26",38
"11774","2002-03-27",37
"11775","2002-03-28",46
"11776","2002-03-29",39
"11777","2002-03-30",48
"11778","2002-03-31",34
"11779","2002-04-01",36
"11780","2002-04-02",36
"11781","2002-04-03",27
"11782","2002-04-04",44
"11783","2002-04-05",39
"11784","2002-04-06",33
"11785","2002-04-07",33
"11786","2002-04-08",46
"11787","2002-04-09",42
"11788","2002-04-10",40
"11789","2002-04-11",36
"11790","2002-04-12",36
"11791","2002-04-13",38
"11792","2002-04-14",42
"11793","2002-04-15",31
"11794","2002-04-16",43
"11795","2002-04-17",41
"11796","2002-04-18",44
"11797","2002-04-19",36
"11798","2002-04-20",39
"11799","2002-04-21",39
"11800","2002-04-22",39
"11801","2002-04-23",49
"11802","2002-04-24",42
"11803","2002-04-25",45
"11804","2002-04-26",30
"11805","2002-04-27",37
"11806","2002-04-28",27
"11807","2002-04-29",32
"11808","2002-04-30",54
"11809","2002-05-01",41
"11810","2002-05-02",41
"11811","2002-05-03",38
"11812","2002-05-04",41
"11813","2002-05-05",28
"11814","2002-05-06",34
"11815","2002-05-07",25
"11816","2002-05-08",33
"11817","2002-05-09",28
"11818","2002-05-10",36
"11819","2002-05-11",33
"11820","2002-05-12",31
"11821","2002-05-13",31
"11822","2002-05-14",32
"11823","2002-05-15",27
"11824","2002-05-16",31
"11825","2002-05-17",48
"11826","2002-05-18",40
"11827","2002-05-19",29
"11828","2002-05-20",45
"11829","2002-05-21",33
"11830","2002-05-22",33
"11831","2002-05-23",50
"11832","2002-05-24",37
"11833","2002-05-25",37
"11834","2002-05-26",41
"11835","2002-05-27",43
"11836","2002-05-28",43
"11837","2002-05-29",32
"11838","2002-05-30",41
"11839","2002-05-31",28
"11840","2002-06-01",37
"11841","2002-06-02",43
"11842","2002-06-03",35
"11843","2002-06-04",37
"11844","2002-06-05",48
"11845","2002-06-06",41
"11846","2002-06-07",37
"11847","2002-06-08",27
"11848","2002-06-09",36
"11849","2002-06-10",32
"11850","2002-06-11",36
"11851","2002-06-12",42
"11852","2002-06-13",42
"11853","2002-06-14",40
"11854","2002-06-15",36
"11855","2002-06-16",31
"11856","2002-06-17",36
"11857","2002-06-18",30
"11858","2002-06-19",49
"11859","2002-06-20",33
"11860","2002-06-21",42
"11861","2002-06-22",33
"11862","2002-06-23",43
"11863","2002-06-24",38
"11864","2002-06-25",45
"11865","2002-06-26",38
"11866","2002-06-27",43
"11867","2002-06-28",50
"11868","2002-06-29",38
"11869","2002-06-30",39
"11870","2002-07-01",47
"11871","2002-07-02",40
"11872","2002-07-03",37
"11873","2002-07-04",38
"11874","2002-07-05",38
"11875","2002-07-06",33
"11876","2002-07-07",39
"11877","2002-07-08",35
"11878","2002-07-09",36
"11879","2002-07-10",32
"11880","2002-07-11",41
"11881","2002-07-12",56
"11882","2002-07-13",48
"11883","2002-07-14",47
"11884","2002-07-15",30
"11885","2002-07-16",39
"11886","2002-07-17",41
"11887","2002-07-18",29
"11888","2002-07-19",36
"11889","2002-07-20",29
"11890","2002-07-21",36
"11891","2002-07-22",48
"11892","2002-07-23",43
"11893","2002-07-24",34
"11894","2002-07-25",26
"11895","2002-07-26",33
"11896","2002-07-27",41
"11897","2002-07-28",36
"11898","2002-07-29",30
"11899","2002-07-30",41
"11900","2002-07-31",49
"11901","2002-08-01",28
"11902","2002-08-02",44
"11903","2002-08-03",44
"11904","2002-08-04",32
"11905","2002-08-05",34
"11906","2002-08-06",38
"11907","2002-08-07",51
"11908","2002-08-08",34
"11909","2002-08-09",42
"11910","2002-08-10",36
"11911","2002-08-11",34
"11912","2002-08-12",41
"11913","2002-08-13",37
"11914","2002-08-14",40
"11915","2002-08-15",38
"11916","2002-08-16",35
"11917","2002-08-17",29
"11918","2002-08-18",38
"11919","2002-08-19",43
"11920","2002-08-20",37
"11921","2002-08-21",37
"11922","2002-08-22",43
"11923","2002-08-23",32
"11924","2002-08-24",38
"11925","2002-08-25",34
"11926","2002-08-26",32
"11927","2002-08-27",32
"11928","2002-08-28",45
"11929","2002-08-29",29
"11930","2002-08-30",34
"11931","2002-08-31",31
"11932","2002-09-01",32
"11933","2002-09-02",30
"11934","2002-09-03",37
"11935","2002-09-04",56
"11936","2002-09-05",37
"11937","2002-09-06",42
"11938","2002-09-07",36
"11939","2002-09-08",41
"11940","2002-09-09",38
"11941","2002-09-10",48
"11942","2002-09-11",33
"11943","2002-09-12",35
"11944","2002-09-13",47
"11945","2002-09-14",38
"11946","2002-09-15",45
"11947","2002-09-16",39
"11948","2002-09-17",43
"11949","2002-09-18",35
"11950","2002-09-19",34
"11951","2002-09-20",38
"11952","2002-09-21",29
"11953","2002-09-22",36
"11954","2002-09-23",44
"11955","2002-09-24",27
"11956","2002-09-25",33
"11957","2002-09-26",33
"11958","2002-09-27",41
"11959","2002-09-28",33
"11960","2002-09-29",46
"11961","2002-09-30",42
"11962","2002-10-01",40
"11963","2002-10-02",37
"11964","2002-10-03",39
"11965","2002-10-04",29
"11966","2002-10-05",32
"11967","2002-10-06",40
"11968","2002-10-07",41
"11969","2002-10-08",32
"11970","2002-10-09",33
"11971","2002-10-10",37
"11972","2002-10-11",54
"11973","2002-10-12",40
"11974","2002-10-13",31
"11975","2002-10-14",44
"11976","2002-10-15",42
"11977","2002-10-16",40
"11978","2002-10-17",35
"11979","2002-10-18",46
"11980","2002-10-19",46
"11981","2002-10-20",31
"11982","2002-10-21",33
"11983","2002-10-22",32
"11984","2002-10-23",42
"11985","2002-10-24",47
"11986","2002-10-25",40
"11987","2002-10-26",41
"11988","2002-10-27",38
"11989","2002-10-28",33
"11990","2002-10-29",52
"11991","2002-10-30",36
"11992","2002-10-31",37
"11993","2002-11-01",35
"11994","2002-11-02",43
"11995","2002-11-03",37
"11996","2002-11-04",30
"11997","2002-11-05",38
"11998","2002-11-06",33
"11999","2002-11-07",30
"12000","2002-11-08",36
"12001","2002-11-09",28
"12002","2002-11-10",30
"12003","2002-11-11",46
"12004","2002-11-12",42
"12005","2002-11-13",40
"12006","2002-11-14",44
"12007","2002-11-15",45
"12008","2002-11-16",47
"12009","2002-11-17",36
"12010","2002-11-18",26
"12011","2002-11-19",43
"12012","2002-11-20",48
"12013","2002-11-21",40
"12014","2002-11-22",42
"12015","2002-11-23",38
"12016","2002-11-24",41
"12017","2002-11-25",39
"12018","2002-11-26",39
"12019","2002-11-27",48
"12020","2002-11-28",37
"12021","2002-11-29",26
"12022","2002-11-30",37
"12023","2002-12-01",40
"12024","2002-12-02",37
"12025","2002-12-03",49
"12026","2002-12-04",45
"12027","2002-12-05",44
"12028","2002-12-06",38
"12029","2002-12-07",60
"12030","2002-12-08",48
"12031","2002-12-09",51
"12032","2002-12-10",39
"12033","2002-12-11",54
"12034","2002-12-12",31
"12035","2002-12-13",39
"12036","2002-12-14",53
"12037","2002-12-15",29
"12038","2002-12-16",44
"12039","2002-12-17",46
"12040","2002-12-18",46
"12041","2002-12-19",35
"12042","2002-12-20",33
"12043","2002-12-21",40
"12044","2002-12-22",40
"12045","2002-12-23",40
"12046","2002-12-24",33
"12047","2002-12-25",52
"12048","2002-12-26",45
"12049","2002-12-27",44
"12050","2002-12-28",42
"12051","2002-12-29",39
"12052","2002-12-30",36
"12053","2002-12-31",42
"12054","2003-01-01",33
"12055","2003-01-02",34
"12056","2003-01-03",35
"12057","2003-01-04",50
"12058","2003-01-05",29
"12059","2003-01-06",40
"12060","2003-01-07",37
"12061","2003-01-08",46
"12062","2003-01-09",34
"12063","2003-01-10",34
"12064","2003-01-11",35
"12065","2003-01-12",36
"12066","2003-01-13",53
"12067","2003-01-14",35
"12068","2003-01-15",34
"12069","2003-01-16",34
"12070","2003-01-17",53
"12071","2003-01-18",39
"12072","2003-01-19",46
"12073","2003-01-20",35
"12074","2003-01-21",37
"12075","2003-01-22",43
"12076","2003-01-23",34
"12077","2003-01-24",37
"12078","2003-01-25",37
"12079","2003-01-26",48
"12080","2003-01-27",32
"12081","2003-01-28",24
"12082","2003-01-29",33
"12083","2003-01-30",49
"12084","2003-01-31",34
"12085","2003-02-01",44
"12086","2003-02-02",37
"12087","2003-02-03",41
"12088","2003-02-04",50
"12089","2003-02-05",42
"12090","2003-02-06",35
"12091","2003-02-07",39
"12092","2003-02-08",34
"12093","2003-02-09",34
"12094","2003-02-10",41
"12095","2003-02-11",27
"12096","2003-02-12",49
"12097","2003-02-13",37
"12098","2003-02-14",45
"12099","2003-02-15",33
"12100","2003-02-16",49
"12101","2003-02-17",49
"12102","2003-02-18",33
"12103","2003-02-19",33
"12104","2003-02-20",31
"12105","2003-02-21",36
"12106","2003-02-22",33
"12107","2003-02-23",38
"12108","2003-02-24",38
"12109","2003-02-25",36
"12110","2003-02-26",29
"12111","2003-02-27",42
"12112","2003-02-28",36
"12113","2003-03-01",48
"12114","2003-03-02",38
"12115","2003-03-03",38
"12116","2003-03-04",43
"12117","2003-03-05",34
"12118","2003-03-06",37
"12119","2003-03-07",36
"12120","2003-03-08",49
"12121","2003-03-09",27
"12122","2003-03-10",28
"12123","2003-03-11",43
"12124","2003-03-12",45
"12125","2003-03-13",34
"12126","2003-03-14",44
"12127","2003-03-15",29
"12128","2003-03-16",36
"12129","2003-03-17",41
"12130","2003-03-18",37
"12131","2003-03-19",39
"12132","2003-03-20",45
"12133","2003-03-21",32
"12134","2003-03-22",48
"12135","2003-03-23",48
"12136","2003-03-24",31
"12137","2003-03-25",38
"12138","2003-03-26",29
"12139","2003-03-27",32
"12140","2003-03-28",38
"12141","2003-03-29",39
"12142","2003-03-30",46
"12143","2003-03-31",39
"12144","2003-04-01",29
"12145","2003-04-02",31
"12146","2003-04-03",29
"12147","2003-04-04",32
"12148","2003-04-05",35
"12149","2003-04-06",41
"12150","2003-04-07",38
"12151","2003-04-08",39
"12152","2003-04-09",41
"12153","2003-04-10",31
"12154","2003-04-11",33
"12155","2003-04-12",28
"12156","2003-04-13",37
"12157","2003-04-14",37
"12158","2003-04-15",36
"12159","2003-04-16",25
"12160","2003-04-17",41
"12161","2003-04-18",40
"12162","2003-04-19",37
"12163","2003-04-20",35
"12164","2003-04-21",33
"12165","2003-04-22",42
"12166","2003-04-23",30
"12167","2003-04-24",38
"12168","2003-04-25",37
"12169","2003-04-26",40
"12170","2003-04-27",44
"12171","2003-04-28",43
"12172","2003-04-29",45
"12173","2003-04-30",46
"12174","2003-05-01",38
"12175","2003-05-02",41
"12176","2003-05-03",40
"12177","2003-05-04",36
"12178","2003-05-05",27
"12179","2003-05-06",38
"12180","2003-05-07",33
"12181","2003-05-08",34
"12182","2003-05-09",39
"12183","2003-05-10",28
"12184","2003-05-11",38
"12185","2003-05-12",34
"12186","2003-05-13",40
"12187","2003-05-14",35
"12188","2003-05-15",36
"12189","2003-05-16",42
"12190","2003-05-17",37
"12191","2003-05-18",28
"12192","2003-05-19",37
"12193","2003-05-20",38
"12194","2003-05-21",21
"12195","2003-05-22",42
"12196","2003-05-23",28
"12197","2003-05-24",33
"12198","2003-05-25",32
"12199","2003-05-26",33
"12200","2003-05-27",33
"12201","2003-05-28",43
"12202","2003-05-29",44
"12203","2003-05-30",27
"12204","2003-05-31",37
"12205","2003-06-01",43
"12206","2003-06-02",30
"12207","2003-06-03",46
"12208","2003-06-04",33
"12209","2003-06-05",47
"12210","2003-06-06",41
"12211","2003-06-07",39
"12212","2003-06-08",38
"12213","2003-06-09",41
"12214","2003-06-10",36
"12215","2003-06-11",27
"12216","2003-06-12",40
"12217","2003-06-13",36
"12218","2003-06-14",40
"12219","2003-06-15",34
"12220","2003-06-16",24
"12221","2003-06-17",37
"12222","2003-06-18",31
"12223","2003-06-19",35
"12224","2003-06-20",35
"12225","2003-06-21",35
"12226","2003-06-22",43
"12227","2003-06-23",45
"12228","2003-06-24",49
"12229","2003-06-25",40
"12230","2003-06-26",32
"12231","2003-06-27",39
"12232","2003-06-28",39
"12233","2003-06-29",41
"12234","2003-06-30",29
"12235","2003-07-01",32
"12236","2003-07-02",34
"12237","2003-07-03",45
"12238","2003-07-04",40
"12239","2003-07-05",38
"12240","2003-07-06",33
"12241","2003-07-07",27
"12242","2003-07-08",37
"12243","2003-07-09",48
"12244","2003-07-10",38
"12245","2003-07-11",42
"12246","2003-07-12",38
"12247","2003-07-13",37
"12248","2003-07-14",42
"12249","2003-07-15",45
"12250","2003-07-16",34
"12251","2003-07-17",28
"12252","2003-07-18",43
"12253","2003-07-19",30
"12254","2003-07-20",36
"12255","2003-07-21",45
"12256","2003-07-22",30
"12257","2003-07-23",34
"12258","2003-07-24",49
"12259","2003-07-25",35
"12260","2003-07-26",25
